,album_name,track_name,artist,featuring,spotify_album,duration_ms,explicit,danceability,energy,loudness,acousticness,instrumentalness,valence,tempo,key,mode,key_name,mode_name,key_mode
0,Taylor Swift,Tim McGraw,Taylor Swift,,Taylor Swift,232106.0,False,0.41,0.35,0.22,0.95,0.75,0.78,76.0,0.0,1.0,C,major,C major
1,Taylor Swift,Picture To Burn,Taylor Swift,,Taylor Swift,173066.0,False,0.43,0.41,0.13,0.91,0.75,0.8,105.47,2.0,1.0,D,major,D major
2,Taylor Swift,Teardrops On My Guitar,Taylor Swift,,Taylor Swift,203040.0,False,0.45,0.32,0.25,0.96,0.76,0.48,99.38,5.0,0.0,F,minor,F minor
3,Taylor Swift,A Place In This World,Taylor Swift,,Taylor Swift,199200.0,False,0.48,0.38,0.14,0.94,0.74,0.79,114.84,9.0,1.0,A,major,A major
4,Taylor Swift,Cold As You,Taylor Swift,,Taylor Swift,239013.0,False,0.44,0.35,0.21,0.95,0.75,0.78,87.59,0.0,1.0,C,major,C major
5,Taylor Swift,The Outside,Taylor Swift,,Taylor Swift,207106.0,False,0.44,0.4,0.12,0.93,0.74,0.5,112.35,5.0,0.0,F,minor,F minor
6,Taylor Swift,Tied Together With A Smile,Taylor Swift,,Taylor Swift,248106.0,False,0.49,0.36,0.15,0.95,0.74,0.8,143.55,4.0,1.0,E,major,E major
7,Taylor Swift,Stay Beautiful,Taylor Swift,,Taylor Swift,236053.0,False,0.48,0.34,0.23,0.95,0.75,0.5,132.51,8.0,0.0,G#,minor,G# minor
8,Taylor Swift,Should've Said No,Taylor Swift,,Taylor Swift,242200.0,False,0.38,0.37,0.16,0.95,0.74,0.78,83.35,2.0,1.0,D,major,D major
9,Taylor Swift,Mary's Song (Oh My My My),Taylor Swift,,Taylor Swift,213080.0,False,0.51,0.38,0.17,0.94,0.75,0.8,147.66,9.0,1.0,A,major,A major
10,Taylor Swift,Our Song,Taylor Swift,,Taylor Swift,201106.0,False,0.45,0.35,0.22,0.96,0.75,0.78,89.1,9.0,1.0,A,major,A major
11,Taylor Swift,I'm Only Me When I'm With You,Taylor Swift,,Taylor Swift,213053.0,False,0.47,0.36,0.18,0.95,0.74,0.5,143.55,3.0,0.0,D#,minor,D# minor
12,Taylor Swift,Invisible,Taylor Swift,,Taylor Swift,203226.0,False,0.44,0.32,0.25,0.97,0.76,0.78,97.51,7.0,1.0,G,major,G major
13,Taylor Swift,A Perfectly Good Heart,Taylor Swift,,Taylor Swift,220146.0,False,0.44,0.35,0.2,0.97,0.74,0.8,152.0,11.0,1.0,B,major,B major
14,Taylor Swift,Teardrops On My Guitar (Pop Version),Taylor Swift,,Taylor Swift,179066.0,False,0.43,0.34,0.25,0.94,0.76,0.49,99.38,10.0,0.0,A#,minor,A# minor
15,The Taylor Swift Holiday Collection,Last Christmas,Taylor Swift,,The Taylor Swift Holiday Collection,208253.0,False,0.5,0.38,0.15,0.94,0.74,0.8,117.45,5.0,1.0,F,major,F major
16,The Taylor Swift Holiday Collection,Christmases When You Were Mine,Taylor Swift,,The Taylor Swift Holiday Collection,184253.0,False,0.48,0.27,0.39,0.96,0.78,0.8,161.5,7.0,1.0,G,major,G major
17,The Taylor Swift Holiday Collection,Santa Baby,Taylor Swift,,The Taylor Swift Holiday Collection,158600.0,False,0.45,0.35,0.2,0.95,0.75,0.79,107.67,7.0,1.0,G,major,G major
18,The Taylor Swift Holiday Collection,Silent Night,Taylor Swift,,The Taylor Swift Holiday Collection,209893.0,False,0.46,0.35,0.19,0.95,0.74,0.79,120.19,2.0,1.0,D,major,D major
19,The Taylor Swift Holiday Collection,Christmas Must Be Something More,Taylor Swift,,The Taylor Swift Holiday Collection,232146.0,False,0.47,0.36,0.19,0.94,0.75,0.8,123.05,7.0,1.0,G,major,G major
20,The Taylor Swift Holiday Collection,White Christmas,Taylor Swift,,The Taylor Swift Holiday Collection,154000.0,False,,,,,,,,,,,,
21,Fearless,Jump Then Fall,Taylor Swift,,Fearless Platinum Edition,237066.0,False,0.4,0.36,0.22,0.94,0.75,0.79,107.67,4.0,1.0,E,major,E major
22,Fearless,Untouchable,Taylor Swift,,Fearless Platinum Edition,311040.0,False,0.45,0.33,0.26,0.95,0.76,0.78,99.38,9.0,1.0,A,major,A major
23,Fearless,Forever & Always (Piano Version),Taylor Swift,,Fearless Platinum Edition,267506.0,False,0.44,0.31,0.24,0.95,0.77,0.72,112.35,4.0,1.0,E,major,E major
24,Fearless,Come In With The Rain,Taylor Swift,,Fearless Platinum Edition,238106.0,False,0.47,0.37,0.17,0.94,0.75,0.8,143.55,7.0,1.0,G,major,G major
25,Fearless,SuperStar,Taylor Swift,,Fearless Platinum Edition,261453.0,False,0.45,0.33,0.24,0.96,0.76,0.76,86.13,2.0,1.0,D,major,D major
26,Fearless,The Other Side Of The Door,Taylor Swift,,Fearless Platinum Edition,237600.0,False,0.47,0.38,0.17,0.94,0.75,0.81,161.5,4.0,1.0,E,major,E major
27,Fearless,Fearless,Taylor Swift,,Fearless Platinum Edition,242000.0,False,0.43,0.35,0.23,0.94,0.76,0.49,99.38,5.0,0.0,F,minor,F minor
28,Fearless,Fifteen,Taylor Swift,,Fearless Platinum Edition,294346.0,False,0.45,0.35,0.22,0.95,0.75,0.79,95.7,7.0,1.0,G,major,G major
29,Fearless,Love Story,Taylor Swift,,Fearless Platinum Edition,235280.0,False,0.47,0.4,0.13,0.93,0.74,0.8,117.45,2.0,1.0,D,major,D major
30,Fearless,Hey Stephen,Taylor Swift,,Fearless Platinum Edition,254320.0,False,0.43,0.32,0.29,0.94,0.77,0.48,77.13,1.0,0.0,C#,minor,C# minor
31,Fearless,White Horse,Taylor Swift,,Fearless Platinum Edition,234440.0,False,0.44,0.31,0.32,0.96,0.77,0.78,92.29,2.0,1.0,D,major,D major
32,Fearless,You Belong With Me,Taylor Swift,,Fearless Platinum Edition,231146.0,False,0.46,0.38,0.14,0.94,0.74,0.5,129.2,10.0,0.0,A#,minor,A# minor
33,Fearless,Breathe,Taylor Swift,Colbie Caillat,Fearless Platinum Edition,263986.0,False,0.51,0.34,0.24,0.95,0.76,0.5,147.66,1.0,0.0,C#,minor,C# minor
34,Fearless,Tell Me Why,Taylor Swift,,Fearless Platinum Edition,200560.0,False,0.43,0.37,0.18,0.95,0.75,0.79,99.38,7.0,1.0,G,major,G major
35,Fearless,You're Not Sorry,Taylor Swift,,Fearless Platinum Edition,261800.0,False,0.46,0.37,0.17,0.94,0.75,0.5,136.0,6.0,0.0,F#,minor,F# minor
36,Fearless,The Way I Loved You,Taylor Swift,,Fearless Platinum Edition,244240.0,False,0.5,0.38,0.13,0.95,0.74,0.8,161.5,9.0,1.0,A,major,A major
37,Fearless,Forever & Always,Taylor Swift,,Fearless Platinum Edition,225333.0,False,0.43,0.35,0.24,0.93,0.76,0.5,129.2,9.0,0.0,A,minor,A minor
38,Fearless,The Best Day,Taylor Swift,,Fearless Platinum Edition,245346.0,False,0.5,0.32,0.31,0.95,0.77,0.48,129.2,1.0,0.0,C#,minor,C# minor
39,Fearless,Change,Taylor Swift,,Fearless Platinum Edition,281053.0,False,0.42,0.38,0.18,0.94,0.74,0.49,95.7,5.0,0.0,F,minor,F minor
40,Speak Now,Mine,Taylor Swift,,Speak Now (Deluxe Edition),230706.0,False,0.48,0.38,0.18,0.94,0.75,0.8,120.19,2.0,1.0,D,major,D major
41,Speak Now,Sparks Fly,Taylor Swift,,Speak Now (Deluxe Edition),260933.0,False,0.48,0.39,0.13,0.93,0.74,0.5,114.84,5.0,0.0,F,minor,F minor
42,Speak Now,Back To December,Taylor Swift,,Speak Now (Deluxe Edition),293026.0,False,0.48,0.33,0.24,0.97,0.76,0.8,143.55,2.0,1.0,D,major,D major
43,Speak Now,Speak Now,Taylor Swift,,Speak Now (Deluxe Edition),240760.0,False,0.49,0.38,0.18,0.93,0.75,0.8,120.19,7.0,1.0,G,major,G major
44,Speak Now,Dear John,Taylor Swift,,Speak Now (Deluxe Edition),403920.0,False,0.48,0.34,0.24,0.95,0.75,0.79,117.45,4.0,1.0,E,major,E major
45,Speak Now,Mean,Taylor Swift,,Speak Now (Deluxe Edition),237733.0,False,0.47,0.36,0.21,0.93,0.75,0.81,161.5,4.0,1.0,E,major,E major
46,Speak Now,The Story Of Us,Taylor Swift,,Speak Now (Deluxe Edition),265666.0,False,0.51,0.37,0.15,0.95,0.75,0.8,139.67,4.0,1.0,E,major,E major
47,Speak Now,Never Grow Up,Taylor Swift,,Speak Now (Deluxe Edition),290466.0,False,0.45,0.3,0.32,0.95,0.75,0.8,126.05,9.0,1.0,A,major,A major
48,Speak Now,Enchanted,Taylor Swift,,Speak Now (Deluxe Edition),352186.0,False,0.5,0.39,0.14,0.94,0.74,0.51,161.5,0.0,0.0,C,minor,C minor
49,Speak Now,Better Than Revenge,Taylor Swift,,Speak Now (Deluxe Edition),217160.0,False,0.44,0.35,0.22,0.95,0.76,0.8,147.66,2.0,1.0,D,major,D major
50,Speak Now,Innocent,Taylor Swift,,Speak Now (Deluxe Edition),302253.0,False,0.5,0.37,0.2,0.94,0.75,0.5,136.0,8.0,0.0,G#,minor,G# minor
51,Speak Now,Haunted,Taylor Swift,,Speak Now (Deluxe Edition),242080.0,False,0.38,0.39,0.14,0.93,0.75,0.78,80.75,9.0,1.0,A,major,A major
52,Speak Now,Last Kiss,Taylor Swift,,Speak Now (Deluxe Edition),367133.0,False,0.44,0.32,0.27,0.96,0.76,0.5,156.61,10.0,0.0,A#,minor,A# minor
53,Speak Now,Long Live,Taylor Swift,,Speak Now (Deluxe Edition),317453.0,False,0.43,0.38,0.18,0.93,0.75,0.79,101.33,7.0,1.0,G,major,G major
54,Speak Now,Ours,Taylor Swift,,Speak Now (Deluxe Edition),237920.0,False,0.43,0.33,0.28,0.94,0.77,0.78,79.51,0.0,1.0,C,major,C major
55,Speak Now,If This Was A Movie,Taylor Swift,,Speak Now (Deluxe Edition),234546.0,False,0.53,0.38,0.13,0.95,0.74,0.8,147.66,8.0,1.0,G#,major,G# major
56,Speak Now,Superman,Taylor Swift,,Speak Now (Deluxe Edition),275960.0,False,0.52,0.37,0.16,0.94,0.74,0.8,132.51,9.0,1.0,A,major,A major
57,Speak Now,Back To December (Acoustic Version),Taylor Swift,,Speak Now (Deluxe Edition),292560.0,False,0.51,0.36,0.17,0.94,0.73,0.8,143.55,9.0,1.0,A,major,A major
58,Speak Now,Haunted (Acoustic Version),Taylor Swift,,Speak Now (Deluxe Edition),217613.0,False,0.44,0.34,0.17,0.94,0.74,0.5,143.55,5.0,0.0,F,minor,F minor
59,Speak Now,Mine - Pop Mix,Taylor Swift,,Speak Now (Deluxe Edition),230333.0,False,0.48,0.36,0.23,0.94,0.76,0.8,120.19,2.0,1.0,D,major,D major
60,Red,State Of Grace,Taylor Swift,,Red (Deluxe Edition),295186.0,False,0.47,0.35,0.2,0.95,0.74,0.8,129.2,8.0,1.0,G#,major,G# major
61,Red,Red,Taylor Swift,,Red (Deluxe Edition),220826.0,False,0.44,0.36,0.18,0.96,0.75,0.8,126.05,6.0,1.0,F#,major,F# major
62,Red,Treacherous,Taylor Swift,,Red (Deluxe Edition),240773.0,False,0.43,0.34,0.23,0.96,0.75,0.78,109.96,2.0,1.0,D,major,D major
63,Red,I Knew You Were Trouble,Taylor Swift,,Red (Deluxe Edition),217973.0,False,0.41,0.34,0.27,0.96,0.76,0.49,103.36,1.0,0.0,C#,minor,C# minor
64,Red,All Too Well,Taylor Swift,,Red (Deluxe Edition),327893.0,False,0.39,0.34,0.23,0.96,0.75,0.78,92.29,7.0,1.0,G,major,G major
65,Red,22,Taylor Swift,,Red (Deluxe Edition),230133.0,False,0.39,0.35,0.26,0.95,0.76,0.79,103.36,2.0,1.0,D,major,D major
66,Red,I Almost Do,Taylor Swift,,Red (Deluxe Edition),242573.0,False,0.49,0.31,0.31,0.96,0.77,0.8,143.55,11.0,1.0,B,major,B major
67,Red,We Are Never Ever Getting Back Together,Taylor Swift,,Red (Deluxe Edition),191880.0,False,0.36,0.33,0.3,0.95,0.77,0.78,86.13,7.0,1.0,G,major,G major
68,Red,Stay Stay Stay,Taylor Swift,,Red (Deluxe Edition),204826.0,False,0.46,0.35,0.22,0.94,0.75,0.79,99.38,0.0,1.0,C,major,C major
69,Red,The Last Time,Taylor Swift,Gary Lightbody,Red (Deluxe Edition),298293.0,False,0.46,0.34,0.2,0.97,0.75,0.75,93.96,2.0,1.0,D,major,D major
70,Red,Holy Ground,Taylor Swift,,Red (Deluxe Edition),201853.0,False,0.52,0.33,0.25,0.95,0.76,0.5,156.61,4.0,0.0,E,minor,E minor
71,Red,Sad Beautiful Tragic,Taylor Swift,,Red (Deluxe Edition),283680.0,False,0.45,0.3,0.34,0.96,0.78,0.78,129.2,7.0,1.0,G,major,G major
72,Red,The Lucky One,Taylor Swift,,Red (Deluxe Edition),240133.0,False,0.43,0.32,0.29,0.95,0.76,0.79,117.45,11.0,1.0,B,major,B major
73,Red,Everything Has Changed,Taylor Swift,Ed Sheeran,Red (Deluxe Edition),243933.0,False,0.45,0.33,0.25,0.96,0.76,0.5,161.5,10.0,0.0,A#,minor,A# minor
74,Red,Starlight,Taylor Swift,,Red (Deluxe Edition),217826.0,False,0.46,0.35,0.25,0.94,0.76,0.8,126.05,11.0,1.0,B,major,B major
75,Red,Begin Again,Taylor Swift,,Red (Deluxe Edition),237613.0,False,0.41,0.34,0.26,0.95,0.76,0.8,156.61,2.0,1.0,D,major,D major
76,Red,The Moment I Knew,Taylor Swift,,Red (Deluxe Edition),285560.0,False,0.46,0.36,0.23,0.93,0.76,0.8,126.05,7.0,1.0,G,major,G major
77,Red,Come Back...Be Here,Taylor Swift,,Red (Deluxe Edition),222706.0,False,0.52,0.35,0.2,0.96,0.74,0.8,161.5,11.0,1.0,B,major,B major
78,Red,Girl At Home,Taylor Swift,,Red (Deluxe Edition),220320.0,False,0.48,0.33,0.27,0.96,0.76,0.49,126.05,0.0,0.0,C,minor,C minor
79,Red,Treacherous (Original Demo Recording),Taylor Swift,,Red (Deluxe Edition),239720.0,False,0.45,0.31,0.25,0.96,0.76,0.77,109.96,2.0,1.0,D,major,D major
80,Red,Red (Original Demo Recording),Taylor Swift,,Red (Deluxe Edition),226280.0,False,0.43,0.36,0.23,0.94,0.76,0.78,83.35,4.0,1.0,E,major,E major
81,Red,State Of Grace (Acoustic Version),Taylor Swift,,Red (Deluxe Edition),323080.0,False,0.42,0.24,0.47,0.97,0.8,0.66,99.38,2.0,1.0,D,major,D major
82,1989,Welcome To New York,Taylor Swift,,1989 (Deluxe Edition),212600.0,False,0.47,0.33,0.27,0.96,0.75,0.79,117.45,7.0,1.0,G,major,G major
83,1989,Blank Space,Taylor Swift,,1989 (Deluxe Edition),231826.0,False,0.42,0.32,0.29,0.96,0.76,0.48,95.7,5.0,0.0,F,minor,F minor
84,1989,Style,Taylor Swift,,1989 (Deluxe Edition),231000.0,False,0.37,0.34,0.25,0.96,0.75,0.78,95.7,9.0,1.0,A,major,A major
85,1989,Out Of The Woods,Taylor Swift,,1989 (Deluxe Edition),235800.0,False,0.41,0.33,0.25,0.96,0.75,0.79,123.05,0.0,1.0,C,major,C major
86,1989,All You Had To Do Was Stay,Taylor Swift,,1989 (Deluxe Edition),193293.0,False,0.42,0.34,0.28,0.95,0.76,0.49,97.51,0.0,0.0,C,minor,C minor
87,1989,Shake It Off,Taylor Swift,,1989 (Deluxe Edition),219200.0,False,0.48,0.34,0.24,0.96,0.76,0.8,161.5,2.0,1.0,D,major,D major
88,1989,I Wish You Would,Taylor Swift,,1989 (Deluxe Edition),207440.0,False,0.41,0.35,0.22,0.96,0.76,0.79,117.45,0.0,1.0,C,major,C major
89,1989,Bad Blood,Taylor Swift,,1989 (Deluxe Edition),211933.0,False,0.44,0.31,0.28,0.96,0.76,0.79,112.35,11.0,1.0,B,major,B major
90,1989,Wildest Dreams,Taylor Swift,,1989 (Deluxe Edition),220440.0,False,0.44,0.31,0.27,0.97,0.76,0.48,136.0,8.0,0.0,G#,minor,G# minor
91,1989,How You Get The Girl,Taylor Swift,,1989 (Deluxe Edition),247533.0,False,0.47,0.34,0.26,0.96,0.75,0.49,120.19,0.0,0.0,C,minor,C minor
92,1989,This Love,Taylor Swift,,1989 (Deluxe Edition),250093.0,False,0.45,0.33,0.25,0.97,0.75,0.8,143.55,4.0,1.0,E,major,E major
93,1989,I Know Places,Taylor Swift,,1989 (Deluxe Edition),195706.0,False,0.41,0.34,0.26,0.96,0.76,0.79,107.67,0.0,1.0,C,major,C major
94,1989,Clean,Taylor Swift,,1989 (Deluxe Edition),271000.0,False,0.45,0.3,0.33,0.96,0.77,0.74,103.36,4.0,1.0,E,major,E major
95,1989,Wonderland,Taylor Swift,,1989 (Deluxe Edition),245560.0,False,0.41,0.34,0.22,0.97,0.75,0.49,123.05,3.0,0.0,D#,minor,D# minor
96,1989,You Are In Love,Taylor Swift,,1989 (Deluxe Edition),267106.0,False,0.43,0.31,0.28,0.97,0.77,0.7,112.35,9.0,1.0,A,major,A major
97,1989,New Romantics,Taylor Swift,,1989 (Deluxe Edition),230466.0,False,0.45,0.36,0.22,0.95,0.75,0.5,123.05,0.0,0.0,C,minor,C minor
98,1989,I Know Places - Voice Memo,Taylor Swift,,1989 (Deluxe Edition),216333.0,False,,,,,,,,,,,,
99,1989,I Wish You Would - Voice Memo,Taylor Swift,,1989 (Deluxe Edition),107133.0,False,,,,,,,,,,,,
100,1989,Blank Space - Voice Memo,Taylor Swift,,1989 (Deluxe Edition),131186.0,False,,,,,,,,,,,,
101,reputation,...Ready For It?,Taylor Swift,,reputation,208186.0,False,0.45,0.31,0.33,0.95,0.77,0.81,161.5,4.0,1.0,E,major,E major
102,reputation,End Game,Taylor Swift,"Ed Sheeran, Future",reputation,244826.0,False,0.5,0.31,0.31,0.97,0.78,0.79,105.47,2.0,1.0,D,major,D major
103,reputation,I Did Something Bad,Taylor Swift,,reputation,238253.0,False,0.39,0.32,0.3,0.96,0.76,0.78,83.35,10.0,1.0,A#,major,A# major
104,reputation,Don't Blame Me,Taylor Swift,,reputation,236413.0,False,0.35,0.34,0.23,0.96,0.74,0.77,68.0,9.0,1.0,A,major,A major
105,reputation,Delicate,Taylor Swift,,reputation,232253.0,False,0.4,0.27,0.42,0.97,0.79,0.46,95.7,0.0,0.0,C,minor,C minor
106,reputation,Look What You Made Me Do,Taylor Swift,,reputation,211853.0,False,0.46,0.33,0.3,0.94,0.77,0.8,129.2,9.0,1.0,A,major,A major
107,reputation,So It Goes...,Taylor Swift,,reputation,227906.0,False,0.38,0.33,0.27,0.97,0.76,0.77,74.9,4.0,1.0,E,major,E major
108,reputation,Gorgeous,Taylor Swift,,reputation,209680.0,False,0.42,0.28,0.36,0.97,0.78,0.79,123.05,0.0,1.0,C,major,C major
109,reputation,Getaway Car,Taylor Swift,,reputation,233626.0,False,0.47,0.33,0.28,0.96,0.76,0.81,172.27,1.0,1.0,C#,major,C# major
110,reputation,King Of My Heart,Taylor Swift,,reputation,214320.0,False,0.39,0.31,0.33,0.96,0.77,0.79,109.96,0.0,1.0,C,major,C major
111,reputation,Dancing With Our Hands Tied,Taylor Swift,,reputation,211506.0,False,0.48,0.31,0.3,0.97,0.76,0.5,161.5,3.0,0.0,D#,minor,D# minor
112,reputation,Dress,Taylor Swift,,reputation,230373.0,False,0.46,0.29,0.39,0.95,0.78,0.49,120.19,0.0,0.0,C,minor,C minor
113,reputation,This Is Why We Can't Have Nice Things,Taylor Swift,,reputation,207133.0,False,0.45,0.35,0.27,0.93,0.76,0.51,161.5,0.0,0.0,C,minor,C minor
114,reputation,Call It What You Want,Taylor Swift,,reputation,203506.0,False,0.44,0.28,0.38,0.95,0.78,0.49,109.96,9.0,0.0,A,minor,A minor
115,reputation,New Year's Day,Taylor Swift,,reputation,235466.0,False,0.51,0.23,0.46,0.97,0.82,0.67,184.57,0.0,1.0,C,major,C major
116,Lover,I Forgot That You Existed,Taylor Swift,,Lover,170640.0,False,0.43,0.26,0.34,0.97,0.77,0.49,129.2,5.0,0.0,F,minor,F minor
117,Lover,Cruel Summer,Taylor Swift,,Lover,178426.0,False,0.4,0.33,0.25,0.96,0.76,0.49,112.35,9.0,0.0,A,minor,A minor
118,Lover,Lover,Taylor Swift,,Lover,221306.0,False,0.47,0.34,0.23,0.96,0.75,0.78,103.36,7.0,1.0,G,major,G major
119,Lover,The Man,Taylor Swift,,Lover,190360.0,False,0.44,0.33,0.27,0.96,0.75,0.79,109.96,7.0,1.0,G,major,G major
120,Lover,The Archer,Taylor Swift,,Lover,211240.0,False,0.43,0.29,0.28,0.98,0.77,0.38,123.05,0.0,0.0,C,minor,C minor
121,Lover,I Think He Knows,Taylor Swift,,Lover,173386.0,False,0.45,0.29,0.34,0.97,0.77,0.46,99.38,10.0,0.0,A#,minor,A# minor
122,Lover,Miss Americana & The Heartbreak Prince,Taylor Swift,,Lover,234146.0,False,0.53,0.29,0.37,0.95,0.78,0.8,152.0,2.0,1.0,D,major,D major
123,Lover,Paper Rings,Taylor Swift,,Lover,222400.0,False,0.46,0.31,0.34,0.96,0.77,0.79,103.36,4.0,1.0,E,major,E major
124,Lover,Cornelia Street,Taylor Swift,,Lover,287266.0,False,0.4,0.31,0.31,0.96,0.78,0.75,101.33,0.0,1.0,C,major,C major
125,Lover,Death By A Thousand Cuts,Taylor Swift,,Lover,198533.0,False,0.44,0.31,0.28,0.96,0.77,0.79,126.05,11.0,1.0,B,major,B major
126,Lover,London Boy,Taylor Swift,,Lover,190240.0,False,0.47,0.29,0.34,0.96,0.78,0.48,156.61,6.0,0.0,F#,minor,F# minor
127,Lover,Soon You'll Get Better,Taylor Swift,The Chicks,Lover,201586.0,False,0.44,0.28,0.35,0.97,0.79,0.7,105.47,7.0,1.0,G,major,G major
128,Lover,False God,Taylor Swift,,Lover,200306.0,False,0.44,0.23,0.49,0.98,0.81,0.63,79.51,11.0,1.0,B,major,B major
129,Lover,You Need To Calm Down,Taylor Swift,,Lover,171360.0,False,0.46,0.33,0.29,0.95,0.76,0.81,172.27,2.0,1.0,D,major,D major
130,Lover,Afterglow,Taylor Swift,,Lover,223293.0,False,0.46,0.27,0.37,0.98,0.77,0.75,112.35,11.0,1.0,B,major,B major
131,Lover,ME!,Taylor Swift,"Brendon Urie, Panic! At The Disco",Lover,193000.0,False,0.38,0.35,0.25,0.94,0.75,0.49,90.67,0.0,0.0,C,minor,C minor
132,Lover,It's Nice To Have A Friend,Taylor Swift,,Lover,150440.0,False,0.54,0.26,0.38,0.97,0.8,0.45,143.55,10.0,0.0,A#,minor,A# minor
133,Lover,Daylight,Taylor Swift,,Lover,293453.0,False,0.44,0.31,0.23,0.97,0.75,0.7,99.38,7.0,1.0,G,major,G major
134,folklore,the 1,Taylor Swift,,folklore (deluxe version),210240.0,True,0.49,0.27,0.38,0.97,0.79,0.76,143.55,0.0,1.0,C,major,C major
135,folklore,cardigan,Taylor Swift,,folklore (deluxe version),239560.0,False,0.42,0.31,0.27,0.96,0.76,0.43,129.2,5.0,0.0,F,minor,F minor
136,folklore,the last great american dynasty,Taylor Swift,,folklore (deluxe version),231000.0,True,0.49,0.28,0.36,0.98,0.77,0.77,147.66,7.0,1.0,G,major,G major
137,folklore,exile,Taylor Swift,Bon Iver,folklore (deluxe version),285640.0,False,0.46,0.33,0.22,0.95,0.75,0.48,156.61,6.0,0.0,F#,minor,F# minor
138,folklore,my tears ricochet,Taylor Swift,,folklore (deluxe version),255893.0,False,0.47,0.31,0.27,0.97,0.76,0.73,129.2,0.0,1.0,C,major,C major
139,folklore,mirrorball,Taylor Swift,,folklore (deluxe version),208973.0,False,0.42,0.31,0.24,0.97,0.75,0.71,112.35,9.0,1.0,A,major,A major
140,folklore,seven,Taylor Swift,,folklore (deluxe version),208906.0,False,0.4,0.29,0.37,0.96,0.78,0.75,92.29,4.0,1.0,E,major,E major
141,folklore,august,Taylor Swift,,folklore (deluxe version),261920.0,False,0.39,0.34,0.21,0.96,0.75,0.46,120.19,0.0,0.0,C,minor,C minor
142,folklore,this is me trying,Taylor Swift,,folklore (deluxe version),195106.0,False,0.43,0.32,0.23,0.98,0.75,0.72,136.0,4.0,1.0,E,major,E major
143,folklore,illicit affairs,Taylor Swift,,folklore (deluxe version),190893.0,False,0.45,0.3,0.31,0.97,0.76,0.49,123.05,10.0,0.0,A#,minor,A# minor
144,folklore,invisible string,Taylor Swift,,folklore (deluxe version),252880.0,False,0.42,0.26,0.45,0.97,0.8,0.76,112.35,3.0,1.0,D#,major,D# major
145,folklore,mad woman,Taylor Swift,,folklore (deluxe version),237266.0,True,0.51,0.31,0.29,0.97,0.76,0.45,143.55,5.0,0.0,F,minor,F minor
146,folklore,epiphany,Taylor Swift,,folklore (deluxe version),289746.0,False,0.41,0.28,0.35,0.97,0.78,0.4,123.05,8.0,0.0,G#,minor,G# minor
147,folklore,betty,Taylor Swift,,folklore (deluxe version),294520.0,True,0.43,0.34,0.22,0.95,0.75,0.79,95.7,0.0,1.0,C,major,C major
148,folklore,peace,Taylor Swift,,folklore (deluxe version),234000.0,True,0.46,0.27,0.37,0.96,0.81,0.46,143.55,0.0,0.0,C,minor,C minor
149,folklore,hoax,Taylor Swift,,folklore (deluxe version),220040.0,False,0.41,0.25,0.41,0.97,0.82,0.38,117.45,0.0,0.0,C,minor,C minor
150,folklore,the lakes,Taylor Swift,,folklore (deluxe version),211813.0,False,0.41,0.3,0.29,0.97,0.76,0.46,112.35,1.0,0.0,C#,minor,C# minor
151,evermore,willow,Taylor Swift,,evermore (deluxe version),214706.0,False,0.49,0.31,0.32,0.95,0.78,0.77,166.71,9.0,1.0,A,major,A major
152,evermore,champagne problems,Taylor Swift,,evermore (deluxe version),244000.0,True,0.5,0.31,0.26,0.96,0.77,0.75,172.27,0.0,1.0,C,major,C major
153,evermore,gold rush,Taylor Swift,,evermore (deluxe version),185320.0,True,0.47,0.29,0.31,0.97,0.77,0.71,152.0,9.0,1.0,A,major,A major
154,evermore,'tis the damn season,Taylor Swift,,evermore (deluxe version),229840.0,False,0.53,0.31,0.31,0.96,0.77,0.45,147.66,5.0,0.0,F,minor,F minor
155,evermore,tolerate it,Taylor Swift,,evermore (deluxe version),245440.0,True,0.47,0.28,0.33,0.97,0.79,0.71,152.0,9.0,1.0,A,major,A major
156,evermore,"no body, no crime",Taylor Swift,HAIM,evermore (deluxe version),215626.0,False,0.44,0.33,0.29,0.95,0.76,0.48,79.51,10.0,0.0,A#,minor,A# minor
157,evermore,happiness,Taylor Swift,,evermore (deluxe version),315146.0,True,0.43,0.29,0.34,0.97,0.77,0.71,123.05,11.0,1.0,B,major,B major
158,evermore,dorothea,Taylor Swift,,evermore (deluxe version),225880.0,False,0.47,0.3,0.29,0.97,0.77,0.74,123.05,4.0,1.0,E,major,E major
159,evermore,coney island,Taylor Swift,The National,evermore (deluxe version),275320.0,False,0.41,0.28,0.35,0.97,0.79,0.38,117.45,10.0,0.0,A#,minor,A# minor
160,evermore,ivy,Taylor Swift,,evermore (deluxe version),260440.0,True,0.41,0.3,0.32,0.96,0.78,0.74,92.29,2.0,1.0,D,major,D major
161,evermore,cowboy like me,Taylor Swift,,evermore (deluxe version),275040.0,True,0.45,0.3,0.32,0.96,0.77,0.71,129.2,4.0,1.0,E,major,E major
162,evermore,long story short,Taylor Swift,,evermore (deluxe version),215920.0,False,0.42,0.3,0.3,0.97,0.78,0.71,79.51,0.0,1.0,C,major,C major
163,evermore,marjorie,Taylor Swift,,evermore (deluxe version),257773.0,False,0.46,0.31,0.3,0.96,0.77,0.47,129.2,5.0,0.0,F,minor,F minor
164,evermore,closure,Taylor Swift,,evermore (deluxe version),180653.0,False,0.47,0.29,0.33,0.97,0.79,0.74,152.0,9.0,1.0,A,major,A major
